Date,Open,High,Low,Close,Adj Close,Volume,SMA,RSI,MACD,MACD_signal,MACD_diff,bollinger_mavg,bollinger_hband,bollinger_lband
1993-01-29,43.96875,43.96875,43.75,43.9375,24.941389083862305,1003200,,,,,,,,
1993-02-01,43.96875,44.25,43.96875,44.25,25.11879539489746,480500,,,,,,,,
1993-02-02,44.21875,44.375,44.125,44.34375,25.172014236450195,201300,,,,,,,,
1993-02-03,44.40625,44.84375,44.375,44.8125,25.438085556030273,529400,,,,,,,,
1993-02-04,44.96875,45.09375,44.46875,45.0,25.54452896118164,531500,,,,,,,,
1993-02-05,44.96875,45.0625,44.71875,44.96875,25.52678871154785,492100,,,,,,,,
1993-02-08,44.96875,45.125,44.90625,44.96875,25.52678871154785,596100,,,,,,,,
1993-02-09,44.8125,44.8125,44.5625,44.65625,25.349390029907227,122100,,,,,,,,
1993-02-10,44.65625,44.75,44.53125,44.71875,25.38487434387207,379600,,,,,,,,
1993-02-11,44.78125,45.125,44.78125,44.9375,25.509052276611328,19500,,,,,,,,
1993-02-12,44.875,44.875,44.59375,44.59375,25.31390953063965,42500,,,,,,,,
1993-02-16,44.46875,44.46875,43.40625,43.46875,24.675310134887695,374800,,,,,,,,
1993-02-17,43.46875,43.53125,43.28125,43.4375,24.657564163208008,210900,,,,,,,,
1993-02-18,43.9375,43.9375,42.8125,43.40625,24.639808654785156,378100,,31.343144576831676,,,,,,
1993-02-19,43.40625,43.5625,43.34375,43.5625,24.728517532348633,34900,,36.18360542753732,,,,,,
1993-02-22,43.6875,43.78125,43.5625,43.71875,24.817222595214844,513600,,40.68697472799733,,,,,,
1993-02-23,43.84375,43.875,43.46875,43.6875,24.79947280883789,373700,,40.077824906541125,,,,,,
1993-02-24,43.71875,44.25,43.71875,44.25,25.11879539489746,26300,,53.55658772251255,,,,,,
1993-02-25,44.21875,44.375,44.125,44.34375,25.172014236450195,44500,,55.35890295662305,,,,,,
1993-02-26,44.4375,44.4375,44.1875,44.40625,25.207481384277344,66200,44.2734375,56.568944935237226,,,,44.2734375,45.37526038589183,43.17161461410817
1993-03-01,44.5625,44.5625,44.21875,44.28125,25.136524200439453,66500,44.290625,53.44850505329342,,,,44.290625,45.38162153413748,43.19962846586252
1993-03-02,44.3125,44.9375,44.25,44.9375,25.509052276611328,182400,44.325,64.51531947651947,,,,44.325,45.45145738934058,43.19854261065942
1993-03-03,45.0,45.15625,44.9375,45.125,25.61548614501953,280100,44.3640625,66.93404560676878,,,,44.3640625,45.54335568741143,43.18476931258858
1993-03-04,45.1875,45.1875,44.875,44.875,25.47356605529785,89500,44.3671875,60.966941369014066,,,,44.3671875,45.55153776359392,43.18283723640608
1993-03-05,44.9375,45.125,44.71875,44.75,25.402620315551758,40000,44.3546875,58.174378316116055,,,,44.3546875,45.51713289522293,43.192242104777065
1993-03-08,44.84375,45.75,44.84375,45.75,25.97028350830078,50800,44.39375,70.00938724102093,0.25254680730085965,,,44.39375,45.68182632731915,43.105673672680844
1993-03-09,45.65625,45.6875,45.5,45.59375,25.881589889526367,169300,44.425,66.82749074277766,0.3051596723539447,,,44.425,45.79507641210262,43.05492358789738
1993-03-10,45.59375,45.6875,45.40625,45.6875,25.934783935546875,194400,44.4765625,67.77388830712168,0.35038160739720325,,,44.4765625,45.951201624286,43.001923375714
1993-03-11,45.71875,45.84375,45.5,45.5625,25.863821029663086,70900,44.51875,65.106754780702,0.3718474356231454,,,44.51875,46.06521774942124,42.97228225057876
1993-03-12,45.1875,45.21875,44.8125,45.09375,25.597755432128906,643600,44.5265625,56.17846680684889,0.34703465220331964,,,44.5265625,46.08295995787346,42.97016504212653
1993-03-15,45.0625,45.3125,45.0625,45.3125,25.721923828125,310800,44.5625,59.003845869501745,0.34108976887208087,,,44.5625,46.156188724312244,42.968811275687756
1993-03-16,45.3125,45.4375,45.3125,45.3125,25.721923828125,30800,44.6546875,59.00384586950174,0.3325450338533429,,,44.6546875,46.19711798364423,43.11225701635577
1993-03-17,45.25,45.25,44.96875,45.03125,25.562278747558594,21800,44.734375,53.82876211349808,0.2996248564585642,,,44.734375,46.17858488346569,43.29016511653431
1993-03-18,45.21875,45.5,45.21875,45.3125,25.721923828125,59300,44.8296875,57.81346213359087,0.29285406383919366,0.3103423536402363,-0.017488289801042667,44.8296875,46.157643371584214,43.50173162841578
1993-03-19,45.28125,45.28125,45.03125,45.03125,25.683000564575195,66900,44.903125,52.89713319577148,0.26177604610220584,0.3006290921326302,-0.03885304603042439,44.903125,46.09847732776784,43.70777267223217
1993-03-22,44.59375,44.875,44.5625,44.78125,25.54041290283203,183400,44.95625,48.91525104261737,0.21450094905924288,0.28340346351795276,-0.06890251445870987,44.95625,46.02395782520312,43.888542174796875
1993-03-23,44.90625,44.9375,44.8125,44.875,25.593875885009766,55200,45.015625,50.42240518575937,0.18249623258331127,0.26322201733102446,-0.08072578474771319,45.015625,45.912995290069816,44.118254709930184
1993-03-24,44.8125,45.0625,44.59375,44.875,25.593875885009766,37200,45.046875,50.42240518575937,0.15534158312115665,0.24164593048905092,-0.08630434736789427,45.046875,45.87638445594368,44.21736554405632
1993-03-25,44.90625,45.25,44.84375,45.15625,25.754295349121094,110100,45.0875,55.03775879837401,0.15473219584316666,0.22426318355987407,-0.0695309877167074,45.0875,45.8523529270389,44.3226470729611
1993-03-26,45.125,45.15625,44.875,44.90625,25.6116943359375,101500,45.1125,50.53437856371339,0.13254840585792493,0.20592022801948423,-0.0733718221615593,45.1125,45.81695014018025,44.40804985981974
1993-03-29,44.9375,45.3125,44.9375,45.09375,25.718639373779297,87100,45.153125,53.60081638479482,0.12861468543235333,0.19045911950205807,-0.061844434069704746,45.153125,45.7460191199742,44.560230880025806
1993-03-30,45.15625,45.21875,45.09375,45.21875,25.78994369506836,56000,45.1671875,55.577892007146694,0.13403852629058122,0.1791750008597627,-0.04513647456918149,45.1671875,45.752247259234025,44.58212774076597
1993-03-31,45.34375,45.46875,45.1875,45.1875,25.772113800048828,111600,45.1703125,54.947536056993826,0.13426759219044726,0.1701935191258996,-0.03592592693545235,45.1703125,45.755105131515634,44.58551986848437
1993-04-01,45.25,45.25,44.9375,45.03125,25.683000564575195,129500,45.178125,51.784952174619676,0.12045255730070181,0.16024532676086006,-0.03979276946015825,45.178125,45.75098105740009,44.60526894259991
1993-04-02,44.65625,44.65625,44.09375,44.09375,25.1483154296875,59400,45.1453125,37.74680097736105,0.0334698085147096,0.13489022311163,-0.10142041459692039,45.1453125,45.868066294092415,44.42255870590759
1993-04-05,44.4375,44.4375,44.1875,44.3125,25.27306365966797,172200,45.0734375,41.716977959778426,-0.017610348608378956,0.1043901087676282,-0.12200045737600716,45.0734375,45.826627331234455,44.32024766876554
