Datetime,Open,High,Low,Close,Adj Close,Volume,SMA,RSI,MACD,MACD_signal,MACD_diff,bollinger_mavg,bollinger_hband,bollinger_lband
2023-09-05 15:50:00-04:00,189.77999877929688,189.8800048828125,189.52000427246094,189.77000427246094,189.77000427246094,0,,,,,,,,
2023-09-05 15:55:00-04:00,189.77000427246094,189.86000061035156,189.63999938964844,189.69000244140625,189.69000244140625,1711117,,,,,,,,
2023-09-06 09:30:00-04:00,188.52000427246094,188.73500061035156,187.7100067138672,187.85499572753906,187.85499572753906,3120356,,,,,,,,
2023-09-06 09:35:00-04:00,187.85499572753906,187.91000366210938,187.4499969482422,187.4499969482422,187.4499969482422,1449666,,,,,,,,
2023-09-06 09:40:00-04:00,187.44000244140625,187.55999755859375,186.8300018310547,186.9149932861328,186.9149932861328,1779275,,,,,,,,
2023-09-06 09:45:00-04:00,186.91000366210938,187.14999389648438,186.72999572753906,186.914794921875,186.914794921875,1343837,,,,,,,,
2023-09-06 09:50:00-04:00,186.90499877929688,187.4199981689453,186.88999938964844,186.99000549316406,186.99000549316406,951476,,,,,,,,
2023-09-06 09:55:00-04:00,186.98989868164062,187.0,186.5,186.5399932861328,186.5399932861328,1179242,,,,,,,,
2023-09-06 10:00:00-04:00,186.52999877929688,186.52999877929688,185.0500030517578,185.0865936279297,185.0865936279297,2592923,,,,,,,,
2023-09-06 10:05:00-04:00,185.0749969482422,185.08999633789062,184.38999938964844,184.6320037841797,184.6320037841797,2545359,,,,,,,,
2023-09-06 10:10:00-04:00,184.6300048828125,184.7899932861328,183.92999267578125,184.27000427246094,184.27000427246094,2076180,,,,,,,,
2023-09-06 10:15:00-04:00,184.25999450683594,185.33999633789062,184.2200927734375,185.31500244140625,185.31500244140625,1807056,,,,,,,,
2023-09-06 10:20:00-04:00,185.3000030517578,185.3000030517578,184.5399932861328,184.5850067138672,184.5850067138672,1190476,,,,,,,,
2023-09-06 10:25:00-04:00,184.5850067138672,184.74000549316406,184.1199951171875,184.1699981689453,184.1699981689453,1125921,,17.94361600503869,,,,,,
2023-09-06 10:30:00-04:00,184.14999389648438,184.481201171875,184.05499267578125,184.35499572753906,184.35499572753906,1081068,,20.932126986842036,,,,,,
2023-09-06 10:35:00-04:00,184.38540649414062,184.52000427246094,184.22999572753906,184.28109741210938,184.28109741210938,713080,,20.60923477309545,,,,,,
2023-09-06 10:40:00-04:00,184.27999877929688,184.50999450683594,184.13999938964844,184.4199981689453,184.4199981689453,778070,,23.01313051991569,,,,,,
2023-09-06 10:45:00-04:00,184.42010498046875,184.64999389648438,184.2899932861328,184.3699951171875,184.3699951171875,720170,,22.7461192849715,,,,,,
2023-09-06 10:50:00-04:00,184.36500549316406,184.47259521484375,183.9600067138672,184.41000366210938,184.41000366210938,981918,,23.51082570603529,,,,,,
2023-09-06 10:55:00-04:00,184.4199981689453,184.4600067138672,184.00999450683594,184.018798828125,184.018798828125,761251,185.8019142150879,21.291519498141582,,,,185.8019142150879,189.3885487039067,182.21527972626907
2023-09-06 11:00:00-04:00,184.02000427246094,184.08999633789062,183.72000122070312,183.97999572753906,183.97999572753906,1009076,185.5124137878418,21.078977002145763,,,,185.5124137878418,188.6815516234766,182.34327595220702
2023-09-06 11:05:00-04:00,183.9799041748047,183.99000549316406,183.60000610351562,183.625,183.625,967234,185.20916366577148,19.191469327466123,,,,185.20916366577148,187.8354935850197,182.58283374652328
2023-09-06 11:10:00-04:00,183.625,183.83970642089844,183.52999877929688,183.6999969482422,183.6999969482422,778847,185.00141372680665,20.80487213796738,,,,185.00141372680665,187.40565998553785,182.59716746807544
2023-09-06 11:15:00-04:00,183.70199584960938,183.9398956298828,183.5800018310547,183.85000610351562,183.85000610351562,794162,184.8214141845703,24.07041567785545,,,,184.8214141845703,186.99324214192268,182.64958622721792
2023-09-06 11:20:00-04:00,183.85000610351562,184.08999633789062,183.7899932861328,183.9600067138672,183.9600067138672,670136,184.67366485595704,26.46490916608353,,,,184.67366485595704,186.64883753072033,182.69849218119376
2023-09-06 11:25:00-04:00,183.97000122070312,184.02999877929688,183.8000030517578,184.02000427246094,184.02000427246094,536436,184.52892532348633,27.80227226054926,-1.0671403813833251,,,184.52892532348633,186.23140310698403,182.82644753998864
2023-09-06 11:30:00-04:00,184.02999877929688,184.1300048828125,183.94500732421875,184.0800018310547,184.0800018310547,512482,184.38342514038087,29.189153178060693,-1.0009339628478813,,,184.38342514038087,185.66509308890093,183.1017571918608
2023-09-06 11:35:00-04:00,184.0800018310547,184.30999755859375,183.9550018310547,184.22999572753906,184.22999572753906,611082,184.26792526245117,32.67125033639091,-0.9256908572917553,,,184.26792526245117,185.08270297848617,183.45314754641618
2023-09-06 11:40:00-04:00,184.22999572753906,184.25,183.97500610351562,184.12159729003906,184.12159729003906,520738,184.21967544555665,31.466963200765235,-0.8648376914595133,,,184.21967544555665,184.94409890169317,183.49525198942013
