Date,Open,High,Low,Close,Adj Close,Volume,SMA,RSI,MACD,MACD_signal,MACD_diff,bollinger_mavg,bollinger_hband,bollinger_lband
7/29/1996,63.625,63.71875,62.9375,63.015625,38.890655517578125,1297900,64.51796875,37.19175525073172,-0.942754695,-0.912932608,-0.029822087,64.51796875,67.68100716451836,61.354930335481626
7/30/1996,63.4375,63.6875,62.9375,63.625,39.26674270629883,1868200,64.31484375,42.48907581400988,-0.879951863,-0.906336459,0.026384596182333242,64.31484375,67.14151421504697,61.488173284953014
7/31/1996,63.671875,64.265625,63.515625,64.09375,39.55603790283203,767100,64.14765625,46.244862403835256,-0.783326261,-0.88173442,0.098408159,64.14765625,66.58442446948024,61.710888030519754
8/1/1996,64.15625,65.390625,64.0625,65.15625,40.211761474609375,1168600,64.040625,53.63589007862261,-0.613937812,-0.828175098,0.21423728604028347,64.040625,66.06842013881462,62.012829861185395
8/2/1996,66,66.59375,65.75,66.5625,41.07963180541992,1098500,64.08984375,61.23324740922605,-0.362050135,-0.734950105,0.3728999706473841,64.08984375,66.30376620499226,61.87592129500775
8/5/1996,66.578125,66.59375,65.96875,66.171875,40.83858871459961,710200,64.1328125,58.371924819631374,-0.191737281,-0.62630754,0.4345702597947728,64.1328125,66.46991766,61.79570734
8/6/1996,66.15625,66.515625,65.796875,66.375,40.963924407958984,640000,64.17265625,59.433462701427096,-0.03991254,-0.50902854,0.46911600042567847,64.17265625,66.63099019023655,61.71432230976346
8/7/1996,66.625,66.75,66.125,66.546875,41.070003509521484,917800,64.2078125,60.354707003475006,0.093204138,-0.388582005,0.48178614247660206,64.2078125,66.77828599419813,61.63733900580187
8/8/1996,66.5625,66.5625,66.1875,66.4375,41.00251388549805,925100,64.30390625,59.429793467313786,0.1877106045020298,-0.273323483,0.46103408733288903,64.30390625,67.05085901838152,61.55695348161848
8/9/1996,66.671875,66.765625,66.0625,66.21875,40.86750030517578,648800,64.38671875,57.53087783694051,0.24216483789693655,-0.170225819,0.4123906565822366,64.38671875,67.25695724931829,61.51648025068172
8/12/1996,66.25,66.859375,66,66.703125,41.16644287109375,764200,64.5890625,60.537664237128865,0.320708299,-0.072038995,0.39274729411367043,64.5890625,67.51288538013058,61.66523961986941
